Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases
Portsmouth,E06000044,Upper tier local authority,2020-04-06,10,,,132,,
Brighton and Hove,E06000043,Upper tier local authority,2020-04-06,10,,,173,,
Milton Keynes,E06000042,Upper tier local authority,2020-04-06,19,,,237,,
Wokingham,E06000041,Upper tier local authority,2020-04-06,7,,,137,,
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-06,3,,,123,,
Slough,E06000039,Upper tier local authority,2020-04-06,9,,,181,,
Reading,E06000038,Upper tier local authority,2020-04-06,5,,,142,,
West Berkshire,E06000037,Upper tier local authority,2020-04-06,6,,,127,,
Bracknell Forest,E06000036,Upper tier local authority,2020-04-06,4,,,85,,
Medway,E06000035,Upper tier local authority,2020-04-06,30,,,281,,
Thurrock,E06000034,Upper tier local authority,2020-04-06,8,,,150,,
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-06,19,,,177,,
Luton,E06000032,Upper tier local authority,2020-04-06,28,,,278,,
Peterborough,E06000031,Upper tier local authority,2020-04-06,8,,,89,,
Swindon,E06000030,Upper tier local authority,2020-04-06,9,,,104,,
Torbay,E06000027,Upper tier local authority,2020-04-06,2,,,63,,
Plymouth,E06000026,Upper tier local authority,2020-04-06,5,,,108,,
South Gloucestershire,E06000025,Upper tier local authority,2020-04-06,10,,,156,,
North Somerset,E06000024,Upper tier local authority,2020-04-06,6,,,94,,
"Bristol, City of",E06000023,Upper tier local authority,2020-04-06,13,,,240,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-06,11,,,82,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-06,4,,,125,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-06,3,,,104,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-06,11,,,83,,
Nottingham,E06000018,Upper tier local authority,2020-04-06,21,,,231,,
Leicester,E06000016,Upper tier local authority,2020-04-06,26,,,278,,
Derby,E06000015,Upper tier local authority,2020-04-06,2,,,304,,
York,E06000014,Upper tier local authority,2020-04-06,10,,,88,,
North Lincolnshire,E06000013,Upper tier local authority,2020-04-06,7,,,70,,
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-06,6,,,58,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-06,20,,,150,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-06,15,,,71,,
Blackpool,E06000009,Upper tier local authority,2020-04-06,6,,,97,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-06,10,,,103,,
Warrington,E06000007,Upper tier local authority,2020-04-06,33,,,217,,
Halton,E06000006,Upper tier local authority,2020-04-06,24,,,147,,
Darlington,E06000005,Upper tier local authority,2020-04-06,21,,,76,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-06,9,,,146,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-06,9,,,128,,
Middlesbrough,E06000002,Upper tier local authority,2020-04-06,17,,,209,,
Hartlepool,E06000001,Upper tier local authority,2020-04-06,9,,,48,,
England,E92000001,Nation,2020-04-05,3031,3033,-2,51155,51147,8
South West,E12000009,Region,2020-04-05,154,,,2266,,
South East,E12000008,Region,2020-04-05,423,,,6700,,
London,E12000007,Region,2020-04-05,604,,,14338,,
East of England,E12000006,Region,2020-04-05,279,,,4201,,
West Midlands,E12000005,Region,2020-04-05,268,,,5679,,
East Midlands,E12000004,Region,2020-04-05,147,,,3101,,
Yorkshire and The Humber,E12000003,Region,2020-04-05,219,,,3581,,
North West,E12000002,Region,2020-04-05,625,,,7140,,
North East,E12000001,Region,2020-04-05,222,,,2430,,
Worcestershire,E10000034,Upper tier local authority,2020-04-05,24,,,462,,
West Sussex,E10000032,Upper tier local authority,2020-04-05,27,,,425,,
Warwickshire,E10000031,Upper tier local authority,2020-04-05,24,,,485,,
Surrey,E10000030,Upper tier local authority,2020-04-05,66,,,1121,,
Suffolk,E10000029,Upper tier local authority,2020-04-05,31,,,320,,
Staffordshire,E10000028,Upper tier local authority,2020-04-05,32,,,651,,
Somerset,E10000027,Upper tier local authority,2020-04-05,9,,,135,,
Oxfordshire,E10000025,Upper tier local authority,2020-04-05,49,,,601,,
Nottinghamshire,E10000024,Upper tier local authority,2020-04-05,20,,,495,,
North Yorkshire,E10000023,Upper tier local authority,2020-04-05,22,,,316,,
Northamptonshire,E10000021,Upper tier local authority,2020-04-05,33,,,548,,
Norfolk,E10000020,Upper tier local authority,2020-04-05,35,,,386,,
Lincolnshire,E10000019,Upper tier local authority,2020-04-05,21,,,322,,
Leicestershire,E10000018,Upper tier local authority,2020-04-05,31,,,393,,
Lancashire,E10000017,Upper tier local authority,2020-04-05,94,,,1048,,
Kent,E10000016,Upper tier local authority,2020-04-05,72,,,1060,,
Hertfordshire,E10000015,Upper tier local authority,2020-04-05,62,,,1084,,
Hampshire,E10000014,Upper tier local authority,2020-04-05,74,,,1173,,
Gloucestershire,E10000013,Upper tier local authority,2020-04-05,31,,,410,,
Essex,E10000012,Upper tier local authority,2020-04-05,54,,,1138,,
East Sussex,E10000011,Upper tier local authority,2020-04-05,12,,,227,,
Devon,E10000008,Upper tier local authority,2020-04-05,20,,,272,,
Derbyshire,E10000007,Upper tier local authority,2020-04-05,8,,,571,,
Cumbria,E10000006,Upper tier local authority,2020-04-05,79,,,874,,
Cambridgeshire,E10000003,Upper tier local authority,2020-04-05,26,,,298,,
Buckinghamshire,E10000002,Upper tier local authority,2020-04-05,13,,,356,,
Westminster,E09000033,Upper tier local authority,2020-04-05,17,,,421,,
Wandsworth,E09000032,Upper tier local authority,2020-04-05,17,,,602,,
Waltham Forest,E09000031,Upper tier local authority,2020-04-05,26,,,421,,
Tower Hamlets,E09000030,Upper tier local authority,2020-04-05,19,,,384,,
Sutton,E09000029,Upper tier local authority,2020-04-05,10,,,314,,
Southwark,E09000028,Upper tier local authority,2020-04-05,25,,,750,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-05,7,,,229,,
Redbridge,E09000026,Upper tier local authority,2020-04-05,22,,,358,,
Newham,E09000025,Upper tier local authority,2020-04-05,24,,,569,,
Merton,E09000024,Upper tier local authority,2020-04-05,17,,,389,,
Lewisham,E09000023,Upper tier local authority,2020-04-05,28,,,548,,
Lambeth,E09000022,Upper tier local authority,2020-04-05,17,,,727,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-05,9,,,216,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-05,6,,,291,,
Islington,E09000019,Upper tier local authority,2020-04-05,4,,,281,,
Hounslow,E09000018,Upper tier local authority,2020-04-05,19,,,380,,
Hillingdon,E09000017,Upper tier local authority,2020-04-05,16,,,391,,
Havering,E09000016,Upper tier local authority,2020-04-05,20,,,307,,
Harrow,E09000015,Upper tier local authority,2020-04-05,26,,,519,,
Haringey,E09000014,Upper tier local authority,2020-04-05,8,,,338,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-05,10,,,306,,
Hackney,E09000012,Upper tier local authority,2020-04-05,20,,,392,,
Greenwich,E09000011,Upper tier local authority,2020-04-05,22,,,361,,
Enfield,E09000010,Upper tier local authority,2020-04-05,12,,,399,,
Ealing,E09000009,Upper tier local authority,2020-04-05,14,,,559,,
Croydon,E09000008,Upper tier local authority,2020-04-05,36,,,778,,
Camden,E09000007,Upper tier local authority,2020-04-05,16,,,345,,
Bromley,E09000006,Upper tier local authority,2020-04-05,26,,,585,,
Brent,E09000005,Upper tier local authority,2020-04-05,37,,,843,,
Bexley,E09000004,Upper tier local authority,2020-04-05,18,,,312,,
Barnet,E09000003,Upper tier local authority,2020-04-05,40,,,768,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-05,16,,,244,,
Gateshead,E08000037,Upper tier local authority,2020-04-05,20,,,228,,
Wakefield,E08000036,Upper tier local authority,2020-04-05,21,,,209,,
Leeds,E08000035,Upper tier local authority,2020-04-05,36,,,388,,
Kirklees,E08000034,Upper tier local authority,2020-04-05,12,,,220,,
Calderdale,E08000033,Upper tier local authority,2020-04-05,3,,,97,,
Bradford,E08000032,Upper tier local authority,2020-04-05,28,,,262,,
Wolverhampton,E08000031,Upper tier local authority,2020-04-05,10,,,338,,
Walsall,E08000030,Upper tier local authority,2020-04-05,17,,,427,,
Solihull,E08000029,Upper tier local authority,2020-04-05,10,,,261,,
Sandwell,E08000028,Upper tier local authority,2020-04-05,24,,,420,,
Dudley,E08000027,Upper tier local authority,2020-04-05,20,,,348,,
Coventry,E08000026,Upper tier local authority,2020-04-05,10,,,306,,
Birmingham,E08000025,Upper tier local authority,2020-04-05,70,,,1507,,
Sunderland,E08000024,Upper tier local authority,2020-04-05,49,,,386,,
South Tyneside,E08000023,Upper tier local authority,2020-04-05,15,,,126,,
North Tyneside,E08000022,Upper tier local authority,2020-04-05,18,,,198,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-05,24,,,391,,
Sheffield,E08000019,Upper tier local authority,2020-04-05,66,,,1033,,
Rotherham,E08000018,Upper tier local authority,2020-04-05,9,,,259,,
Barnsley,E08000016,Upper tier local authority,2020-04-05,2,,,241,,
Wirral,E08000015,Upper tier local authority,2020-04-05,43,,,338,,
Sefton,E08000014,Upper tier local authority,2020-04-05,27,,,321,,
St. Helens,E08000013,Upper tier local authority,2020-04-05,21,,,271,,
Liverpool,E08000012,Upper tier local authority,2020-04-05,46,,,603,,
Knowsley,E08000011,Upper tier local authority,2020-04-05,15,,,190,,
Wigan,E08000010,Upper tier local authority,2020-04-05,22,,,221,,
Trafford,E08000009,Upper tier local authority,2020-04-05,19,,,262,,
Tameside,E08000008,Upper tier local authority,2020-04-05,14,,,191,,
Stockport,E08000007,Upper tier local authority,2020-04-05,26,,,304,,
Salford,E08000006,Upper tier local authority,2020-04-05,19,,,276,,
Rochdale,E08000005,Upper tier local authority,2020-04-05,11,,,196,,
Oldham,E08000004,Upper tier local authority,2020-04-05,13,,,242,,
Manchester,E08000003,Upper tier local authority,2020-04-05,36,,,396,,
Bury,E08000002,Upper tier local authority,2020-04-05,17,,,170,,
Bolton,E08000001,Upper tier local authority,2020-04-05,15,,,217,,
Dorset,E06000059,Upper tier local authority,2020-04-05,6,,,135,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-05,12,,,135,,
Northumberland,E06000057,Upper tier local authority,2020-04-05,23,,,229,,
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-05,16,,,200,,
Bedford,E06000055,Upper tier local authority,2020-04-05,5,,,144,,
Wiltshire,E06000054,Upper tier local authority,2020-04-05,18,,,180,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-05,11,,,208,,
Shropshire,E06000051,Upper tier local authority,2020-04-05,7,,,180,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-05,32,,,282,,
Cheshire East,E06000049,Upper tier local authority,2020-04-05,27,,,247,,
County Durham,E06000047,Upper tier local authority,2020-04-05,26,,,330,,
Isle of Wight,E06000046,Upper tier local authority,2020-04-05,2,,,33,,
Southampton,E06000045,Upper tier local authority,2020-04-05,12,,,189,,
Portsmouth,E06000044,Upper tier local authority,2020-04-05,10,,,122,,
Brighton and Hove,E06000043,Upper tier local authority,2020-04-05,11,,,163,,
Milton Keynes,E06000042,Upper tier local authority,2020-04-05,21,,,218,,
Wokingham,E06000041,Upper tier local authority,2020-04-05,8,,,130,,
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-05,4,,,120,,
Slough,E06000039,Upper tier local authority,2020-04-05,5,,,172,,
Reading,E06000038,Upper tier local authority,2020-04-05,8,,,137,,
West Berkshire,E06000037,Upper tier local authority,2020-04-05,6,,,121,,
Bracknell Forest,E06000036,Upper tier local authority,2020-04-05,4,,,81,,
Medway,E06000035,Upper tier local authority,2020-04-05,19,,,251,,
Thurrock,E06000034,Upper tier local authority,2020-04-05,9,,,142,,
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-05,8,,,158,,
Luton,E06000032,Upper tier local authority,2020-04-05,27,,,250,,
Peterborough,E06000031,Upper tier local authority,2020-04-05,6,,,81,,
Swindon,E06000030,Upper tier local authority,2020-04-05,10,,,95,,
Torbay,E06000027,Upper tier local authority,2020-04-05,3,,,61,,
Plymouth,E06000026,Upper tier local authority,2020-04-05,1,,,103,,
South Gloucestershire,E06000025,Upper tier local authority,2020-04-05,10,,,146,,
North Somerset,E06000024,Upper tier local authority,2020-04-05,4,,,88,,
"Bristol, City of",E06000023,Upper tier local authority,2020-04-05,14,,,227,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-05,5,,,71,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-05,7,,,121,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-05,9,,,101,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-05,4,,,72,,
Nottingham,E06000018,Upper tier local authority,2020-04-05,11,,,210,,
Rutland,E06000017,Upper tier local authority,2020-04-05,1,,,8,,
Leicester,E06000016,Upper tier local authority,2020-04-05,20,,,252,,
Derby,E06000015,Upper tier local authority,2020-04-05,2,,,302,,
York,E06000014,Upper tier local authority,2020-04-05,4,,,78,,
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-05,2,,,52,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-05,10,,,130,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-05,4,,,56,,
Blackpool,E06000009,Upper tier local authority,2020-04-05,3,,,91,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-05,8,,,93,,
Warrington,E06000007,Upper tier local authority,2020-04-05,23,,,184,,
Halton,E06000006,Upper tier local authority,2020-04-05,15,,,123,,
Darlington,E06000005,Upper tier local authority,2020-04-05,2,,,55,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-05,12,,,137,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-05,8,,,119,,
Middlesbrough,E06000002,Upper tier local authority,2020-04-05,22,,,192,,
Hartlepool,E06000001,Upper tier local authority,2020-04-05,3,,,39,,
England,E92000001,Nation,2020-04-04,3335,3320,15,48124,48114,10
South West,E12000009,Region,2020-04-04,174,,,2112,,
South East,E12000008,Region,2020-04-04,457,,,6277,,
London,E12000007,Region,2020-04-04,715,,,13734,,
East of England,E12000006,Region,2020-04-04,262,,,3922,,
West Midlands,E12000005,Region,2020-04-04,333,,,5411,,
East Midlands,E12000004,Region,2020-04-04,189,,,2954,,
Yorkshire and The Humber,E12000003,Region,2020-04-04,203,,,3362,,
North West,E12000002,Region,2020-04-04,605,,,6515,,
North East,E12000001,Region,2020-04-04,253,,,2208,,
Worcestershire,E10000034,Upper tier local authority,2020-04-04,16,,,438,,
West Sussex,E10000032,Upper tier local authority,2020-04-04,33,,,398,,
Warwickshire,E10000031,Upper tier local authority,2020-04-04,35,,,461,,
Surrey,E10000030,Upper tier local authority,2020-04-04,69,,,1055,,
Suffolk,E10000029,Upper tier local authority,2020-04-04,19,,,289,,
Staffordshire,E10000028,Upper tier local authority,2020-04-04,42,,,619,,
Somerset,E10000027,Upper tier local authority,2020-04-04,6,,,126,,
Oxfordshire,E10000025,Upper tier local authority,2020-04-04,39,,,552,,
Nottinghamshire,E10000024,Upper tier local authority,2020-04-04,27,,,475,,
North Yorkshire,E10000023,Upper tier local authority,2020-04-04,27,,,294,,
Northamptonshire,E10000021,Upper tier local authority,2020-04-04,42,,,515,,
Norfolk,E10000020,Upper tier local authority,2020-04-04,29,,,351,,
Lincolnshire,E10000019,Upper tier local authority,2020-04-04,19,,,301,,
Leicestershire,E10000018,Upper tier local authority,2020-04-04,20,,,362,,
Lancashire,E10000017,Upper tier local authority,2020-04-04,90,,,954,,
Kent,E10000016,Upper tier local authority,2020-04-04,67,,,988,,
Hertfordshire,E10000015,Upper tier local authority,2020-04-04,53,,,1022,,
Hampshire,E10000014,Upper tier local authority,2020-04-04,73,,,1099,,
Gloucestershire,E10000013,Upper tier local authority,2020-04-04,44,,,379,,
Essex,E10000012,Upper tier local authority,2020-04-04,84,,,1084,,
East Sussex,E10000011,Upper tier local authority,2020-04-04,21,,,215,,
Devon,E10000008,Upper tier local authority,2020-04-04,33,,,252,,
Derbyshire,E10000007,Upper tier local authority,2020-04-04,33,,,563,,
Cumbria,E10000006,Upper tier local authority,2020-04-04,52,,,795,,
Cambridgeshire,E10000003,Upper tier local authority,2020-04-04,19,,,272,,
Buckinghamshire,E10000002,Upper tier local authority,2020-04-04,21,,,343,,
Westminster,E09000033,Upper tier local authority,2020-04-04,16,,,404,,
Wandsworth,E09000032,Upper tier local authority,2020-04-04,26,,,585,,
Waltham Forest,E09000031,Upper tier local authority,2020-04-04,21,,,395,,
Tower Hamlets,E09000030,Upper tier local authority,2020-04-04,20,,,365,,
Sutton,E09000029,Upper tier local authority,2020-04-04,7,,,304,,
Southwark,E09000028,Upper tier local authority,2020-04-04,37,,,725,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-04,8,,,222,,
Redbridge,E09000026,Upper tier local authority,2020-04-04,24,,,336,,
Newham,E09000025,Upper tier local authority,2020-04-04,43,,,545,,
Merton,E09000024,Upper tier local authority,2020-04-04,14,,,372,,
Lewisham,E09000023,Upper tier local authority,2020-04-04,28,,,520,,
Lambeth,E09000022,Upper tier local authority,2020-04-04,31,,,710,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-04,11,,,207,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-04,7,,,285,,
Islington,E09000019,Upper tier local authority,2020-04-04,14,,,277,,
Hounslow,E09000018,Upper tier local authority,2020-04-04,16,,,361,,
Hillingdon,E09000017,Upper tier local authority,2020-04-04,17,,,375,,
Havering,E09000016,Upper tier local authority,2020-04-04,21,,,287,,
Harrow,E09000015,Upper tier local authority,2020-04-04,24,,,493,,
Haringey,E09000014,Upper tier local authority,2020-04-04,17,,,330,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-04,16,,,296,,
Hackney,E09000012,Upper tier local authority,2020-04-04,24,,,372,,
Greenwich,E09000011,Upper tier local authority,2020-04-04,13,,,339,,
Enfield,E09000010,Upper tier local authority,2020-04-04,19,,,387,,
Ealing,E09000009,Upper tier local authority,2020-04-04,26,,,545,,
Croydon,E09000008,Upper tier local authority,2020-04-04,45,,,742,,
Camden,E09000007,Upper tier local authority,2020-04-04,22,,,329,,
Bromley,E09000006,Upper tier local authority,2020-04-04,33,,,559,,
Brent,E09000005,Upper tier local authority,2020-04-04,49,,,806,,
Bexley,E09000004,Upper tier local authority,2020-04-04,22,,,294,,
Barnet,E09000003,Upper tier local authority,2020-04-04,38,,,728,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-04,6,,,228,,
Gateshead,E08000037,Upper tier local authority,2020-04-04,31,,,208,,
Wakefield,E08000036,Upper tier local authority,2020-04-04,11,,,188,,
Leeds,E08000035,Upper tier local authority,2020-04-04,17,,,352,,
Kirklees,E08000034,Upper tier local authority,2020-04-04,14,,,208,,
Calderdale,E08000033,Upper tier local authority,2020-04-04,8,,,94,,
Bradford,E08000032,Upper tier local authority,2020-04-04,21,,,234,,
Wolverhampton,E08000031,Upper tier local authority,2020-04-04,20,,,328,,
Walsall,E08000030,Upper tier local authority,2020-04-04,26,,,410,,
Solihull,E08000029,Upper tier local authority,2020-04-04,23,,,251,,
Sandwell,E08000028,Upper tier local authority,2020-04-04,19,,,396,,
Dudley,E08000027,Upper tier local authority,2020-04-04,27,,,328,,
Coventry,E08000026,Upper tier local authority,2020-04-04,18,,,296,,
Birmingham,E08000025,Upper tier local authority,2020-04-04,82,,,1437,,
Sunderland,E08000024,Upper tier local authority,2020-04-04,46,,,337,,
South Tyneside,E08000023,Upper tier local authority,2020-04-04,12,,,111,,
North Tyneside,E08000022,Upper tier local authority,2020-04-04,24,,,180,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-04,23,,,367,,
Sheffield,E08000019,Upper tier local authority,2020-04-04,42,,,967,,
Rotherham,E08000018,Upper tier local authority,2020-04-04,11,,,250,,
Doncaster,E08000017,Upper tier local authority,2020-04-04,7,,,177,,
Barnsley,E08000016,Upper tier local authority,2020-04-04,12,,,239,,
Wirral,E08000015,Upper tier local authority,2020-04-04,42,,,295,,
Sefton,E08000014,Upper tier local authority,2020-04-04,33,,,294,,
St. Helens,E08000013,Upper tier local authority,2020-04-04,30,,,250,,
Liverpool,E08000012,Upper tier local authority,2020-04-04,47,,,557,,
Knowsley,E08000011,Upper tier local authority,2020-04-04,18,,,175,,
Wigan,E08000010,Upper tier local authority,2020-04-04,14,,,199,,
Trafford,E08000009,Upper tier local authority,2020-04-04,16,,,243,,
Tameside,E08000008,Upper tier local authority,2020-04-04,15,,,177,,
Stockport,E08000007,Upper tier local authority,2020-04-04,26,,,278,,
Salford,E08000006,Upper tier local authority,2020-04-04,16,,,257,,
Rochdale,E08000005,Upper tier local authority,2020-04-04,17,,,185,,
Oldham,E08000004,Upper tier local authority,2020-04-04,13,,,229,,
Manchester,E08000003,Upper tier local authority,2020-04-04,40,,,360,,
Bury,E08000002,Upper tier local authority,2020-04-04,11,,,153,,
Bolton,E08000001,Upper tier local authority,2020-04-04,23,,,202,,
Dorset,E06000059,Upper tier local authority,2020-04-04,7,,,129,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-04,8,,,123,,
Northumberland,E06000057,Upper tier local authority,2020-04-04,25,,,206,,
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-04,11,,,184,,
Bedford,E06000055,Upper tier local authority,2020-04-04,6,,,139,,
Wiltshire,E06000054,Upper tier local authority,2020-04-04,9,,,162,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-04,15,,,197,,
Shropshire,E06000051,Upper tier local authority,2020-04-04,8,,,173,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-04,31,,,250,,
Cheshire East,E06000049,Upper tier local authority,2020-04-04,19,,,220,,
County Durham,E06000047,Upper tier local authority,2020-04-04,31,,,304,,
Isle of Wight,E06000046,Upper tier local authority,2020-04-04,3,,,31,,
Southampton,E06000045,Upper tier local authority,2020-04-04,12,,,177,,
Portsmouth,E06000044,Upper tier local authority,2020-04-04,6,,,112,,
Brighton and Hove,E06000043,Upper tier local authority,2020-04-04,13,,,152,,
Milton Keynes,E06000042,Upper tier local authority,2020-04-04,10,,,197,,
Wokingham,E06000041,Upper tier local authority,2020-04-04,9,,,122,,
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-04,9,,,116,,
Slough,E06000039,Upper tier local authority,2020-04-04,14,,,167,,
Reading,E06000038,Upper tier local authority,2020-04-04,14,,,129,,
West Berkshire,E06000037,Upper tier local authority,2020-04-04,13,,,115,,
Bracknell Forest,E06000036,Upper tier local authority,2020-04-04,7,,,77,,
Medway,E06000035,Upper tier local authority,2020-04-04,24,,,232,,
Thurrock,E06000034,Upper tier local authority,2020-04-04,8,,,133,,
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-04,15,,,150,,
Luton,E06000032,Upper tier local authority,2020-04-04,14,,,223,,
Peterborough,E06000031,Upper tier local authority,2020-04-04,4,,,75,,
Swindon,E06000030,Upper tier local authority,2020-04-04,12,,,85,,
Torbay,E06000027,Upper tier local authority,2020-04-04,4,,,58,,
Plymouth,E06000026,Upper tier local authority,2020-04-04,10,,,102,,
South Gloucestershire,E06000025,Upper tier local authority,2020-04-04,9,,,136,,
North Somerset,E06000024,Upper tier local authority,2020-04-04,6,,,84,,
"Bristol, City of",E06000023,Upper tier local authority,2020-04-04,10,,,213,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-04,1,,,66,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-04,6,,,114,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-04,7,,,92,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-04,4,,,68,,
Nottingham,E06000018,Upper tier local authority,2020-04-04,15,,,199,,
Leicester,E06000016,Upper tier local authority,2020-04-04,15,,,232,,
Derby,E06000015,Upper tier local authority,2020-04-04,18,,,300,,
York,E06000014,Upper tier local authority,2020-04-04,4,,,74,,
North Lincolnshire,E06000013,Upper tier local authority,2020-04-04,4,,,63,,
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-04,3,,,50,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-04,14,,,120,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-04,8,,,52,,
Blackpool,E06000009,Upper tier local authority,2020-04-04,14,,,88,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-04,10,,,85,,
Warrington,E06000007,Upper tier local authority,2020-04-04,16,,,161,,
Halton,E06000006,Upper tier local authority,2020-04-04,12,,,108,,
Darlington,E06000005,Upper tier local authority,2020-04-04,10,,,53,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-04,11,,,125,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-04,13,,,111,,
Middlesbrough,E06000002,Upper tier local authority,2020-04-04,21,,,170,,
Hartlepool,E06000001,Upper tier local authority,2020-04-04,6,,,36,,
England,E92000001,Nation,2020-04-03,4030,4035,-5,44789,44794,-5
South West,E12000009,Region,2020-04-03,186,,,1938,,
South East,E12000008,Region,2020-04-03,514,,,5820,,
London,E12000007,Region,2020-04-03,935,,,13019,,
East of England,E12000006,Region,2020-04-03,344,,,3660,,
West Midlands,E12000005,Region,2020-04-03,373,,,5078,,
East Midlands,E12000004,Region,2020-04-03,259,,,2765,,
Yorkshire and The Humber,E12000003,Region,2020-04-03,293,,,3159,,
North West,E12000002,Region,2020-04-03,680,,,5910,,
North East,E12000001,Region,2020-04-03,259,,,1955,,
Worcestershire,E10000034,Upper tier local authority,2020-04-03,36,,,422,,
West Sussex,E10000032,Upper tier local authority,2020-04-03,52,,,365,,
Warwickshire,E10000031,Upper tier local authority,2020-04-03,39,,,426,,
Surrey,E10000030,Upper tier local authority,2020-04-03,64,,,986,,
Suffolk,E10000029,Upper tier local authority,2020-04-03,30,,,270,,
Staffordshire,E10000028,Upper tier local authority,2020-04-03,47,,,577,,
Somerset,E10000027,Upper tier local authority,2020-04-03,15,,,120,,
Oxfordshire,E10000025,Upper tier local authority,2020-04-03,70,,,513,,
Nottinghamshire,E10000024,Upper tier local authority,2020-04-03,40,,,448,,
North Yorkshire,E10000023,Upper tier local authority,2020-04-03,32,,,267,,
Northamptonshire,E10000021,Upper tier local authority,2020-04-03,56,,,473,,
Norfolk,E10000020,Upper tier local authority,2020-04-03,43,,,322,,
Lincolnshire,E10000019,Upper tier local authority,2020-04-03,37,,,282,,
Leicestershire,E10000018,Upper tier local authority,2020-04-03,26,,,342,,
Lancashire,E10000017,Upper tier local authority,2020-04-03,112,,,864,,
Kent,E10000016,Upper tier local authority,2020-04-03,92,,,921,,
Hertfordshire,E10000015,Upper tier local authority,2020-04-03,77,,,969,,
Hampshire,E10000014,Upper tier local authority,2020-04-03,89,,,1026,,
Gloucestershire,E10000013,Upper tier local authority,2020-04-03,30,,,335,,
Essex,E10000012,Upper tier local authority,2020-04-03,93,,,1000,,
East Sussex,E10000011,Upper tier local authority,2020-04-03,12,,,194,,
Devon,E10000008,Upper tier local authority,2020-04-03,19,,,219,,
Derbyshire,E10000007,Upper tier local authority,2020-04-03,35,,,530,,
Cumbria,E10000006,Upper tier local authority,2020-04-03,44,,,743,,
Cambridgeshire,E10000003,Upper tier local authority,2020-04-03,17,,,253,,
Buckinghamshire,E10000002,Upper tier local authority,2020-04-03,24,,,322,,
Westminster,E09000033,Upper tier local authority,2020-04-03,27,,,388,,
